"codigo_intervencion","fecha_registro_intervencion","nombre_intervencion","objetivo_general","fecha_inicial","fecha_final","estado_intervencion","modalidad_cooperacion","plan_nacional_desarrollo","hoja_ruta","ods","sectores_gobierno","nombre_del_actor","tipo_de_actor","pais_del_actor","rol_del_actor","tipo_de_asistencia","monto_aporte_en_usd","es_adicion","total_territorios"
"R-AO-19-586","2019-01-01T00:00:00.000","FASE ii: FORTALECIMIENTO DE LA GESTIÓN DE FINANZAS PÚBLICAS EN COLOMBIA","El programa tiene como objetivo fortalecer las capacidades del Ministerio de Hacienda y Crédito Público (Hacienda), el Departamento de Planificación Nacional (DNP), la Contaduría General de la Nación (Contaduría) y la Contraloría General de la República (Contraloría) en la gestión de temas seleccionados de finanzas públicas. El objetivo general del proyecto es mejorar la prestación de servicios públicos en Colombia mediante el fortalecimiento de la calidad y la transparencia de la gestión de las finanzas públicas y el aumento de la eficacia y la eficiencia del gasto público.","2019-01-01T00:00:00.000","2024-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XV. Gestión pública efectiva/B. Gasto público efectivo","1. FOCALIZAR Y DINAMIZAR/D. Otro","16.6.Desarrollar instituciones eficaces, responsables y transparentes a todos los niveles.","Hacienda y Crédito Público","MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO","NACIONAL/PÚBLICO/RAMA EJECUTIVA/HACIENDA Y CRÉDITO PUBLICO","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Receptor | Receptor","| Asistencia Técnica | Sin Clasificar","0","SI","1"
"R-AO-19-586","2019-01-01T00:00:00.000","FASE ii: FORTALECIMIENTO DE LA GESTIÓN DE FINANZAS PÚBLICAS EN COLOMBIA","El programa tiene como objetivo fortalecer las capacidades del Ministerio de Hacienda y Crédito Público (Hacienda), el Departamento de Planificación Nacional (DNP), la Contaduría General de la Nación (Contaduría) y la Contraloría General de la República (Contraloría) en la gestión de temas seleccionados de finanzas públicas. El objetivo general del proyecto es mejorar la prestación de servicios públicos en Colombia mediante el fortalecimiento de la calidad y la transparencia de la gestión de las finanzas públicas y el aumento de la eficacia y la eficiencia del gasto público.","2019-01-01T00:00:00.000","2024-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XV. Gestión pública efectiva/B. Gasto público efectivo","1. FOCALIZAR Y DINAMIZAR/D. Otro","16.6.Desarrollar instituciones eficaces, responsables y transparentes a todos los niveles.","Hacienda y Crédito Público","PROGRAMA DE COOPERACIÓN AL DESARROLLO ECONÓMICO EN COLOMBIASECRETARIA DE ESTADO PARA ASUNTOS ECONÓMICOS - SUIZA","INTERNACIONAL/BILATERAL/SECTORIAL/SECRETARÍAS","Colombia","| Donante","| Asistencia Financiera","8040600","SI","1"
"R-AO-19-602","2019-01-01T00:00:00.000","FONDO DERECHOS HUMANOS REINO UNIDO","Hasta 2020, se destinarán cerca de US$ 2.6 millones para el desarrollo de proyectos con enfoque territorial","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/B. Imperio de la ley y convivencia: derechos humanos, justicia accesible, oportuna y en toda Colombia, para todos","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.6.1. Promoción, respeto y garantía de los derechos humanos","16.3.Promover el estado de derecho en los planos nacional e internacional, y garantizar la igualdad en el acceso a la justicia para todos.","Presidencia de la República","CONSEJO NORUEGO PARA REFUGIADOS","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Noruega","| Socio-Aliado","| Asistencia Técnica","0","SI","1"
"R-AO-19-602","2019-01-01T00:00:00.000","FONDO DERECHOS HUMANOS REINO UNIDO","Hasta 2020, se destinarán cerca de US$ 2.6 millones para el desarrollo de proyectos con enfoque territorial","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/B. Imperio de la ley y convivencia: derechos humanos, justicia accesible, oportuna y en toda Colombia, para todos","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.6.1. Promoción, respeto y garantía de los derechos humanos","16.3.Promover el estado de derecho en los planos nacional e internacional, y garantizar la igualdad en el acceso a la justicia para todos.","Presidencia de la República","MEDICOS DEL MUNDO","INTERNACIONAL/PRIVADO/EMPRESAS","Francia","| Socio-Aliado","| Asistencia Técnica","0","SI","1"
"R-AO-19-602","2019-01-01T00:00:00.000","FONDO DERECHOS HUMANOS REINO UNIDO","Hasta 2020, se destinarán cerca de US$ 2.6 millones para el desarrollo de proyectos con enfoque territorial","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/B. Imperio de la ley y convivencia: derechos humanos, justicia accesible, oportuna y en toda Colombia, para todos","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.6.1. Promoción, respeto y garantía de los derechos humanos","16.3.Promover el estado de derecho en los planos nacional e internacional, y garantizar la igualdad en el acceso a la justicia para todos.","Presidencia de la República","OIM COLOMBIA","INTERNACIONAL/ORGANISMO MULTILATERAL/OTROS ORGANISMOS","Colombia","| Socio-Aliado","| Asistencia Técnica","0","SI","1"
"R-AO-19-602","2019-01-01T00:00:00.000","FONDO DERECHOS HUMANOS REINO UNIDO","Hasta 2020, se destinarán cerca de US$ 2.6 millones para el desarrollo de proyectos con enfoque territorial","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/B. Imperio de la ley y convivencia: derechos humanos, justicia accesible, oportuna y en toda Colombia, para todos","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.6.1. Promoción, respeto y garantía de los derechos humanos","16.3.Promover el estado de derecho en los planos nacional e internacional, y garantizar la igualdad en el acceso a la justicia para todos.","Presidencia de la República","RED DE MUJERES VÍCTIMAS Y PROFESIONALES","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Socio-Aliado","| Asistencia Técnica","0","SI","1"
"R-AO-19-602","2019-01-01T00:00:00.000","FONDO DERECHOS HUMANOS REINO UNIDO","Hasta 2020, se destinarán cerca de US$ 2.6 millones para el desarrollo de proyectos con enfoque territorial","2019-01-01T00:00:00.000","2020-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/B. Imperio de la ley y convivencia: derechos humanos, justicia accesible, oportuna y en toda Colombia, para todos","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.6.1. Promoción, respeto y garantía de los derechos humanos","16.3.Promover el estado de derecho en los planos nacional e internacional, y garantizar la igualdad en el acceso a la justicia para todos.","Presidencia de la República","REINO UNIDO","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Reino Unido","| Donante","| Asistencia Financiera","1302673","SI","1"
"R-AO-19-603","2019-01-01T00:00:00.000","FONDO DE CONFLICTO, ESTABILIDAD Y SEGURIDAD DEL REINO UNIDO","enfocar esfuerzos en acciones estratégicas de tipo político y técnico, que permitan alcanzar una paz sostenible en el territorio colombiano","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/A. Acciones efectivas para la política de estabilización:  intervención coordinada en zonas estratégicas con seguridad, justicia y equidad","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/2.2.4. Garantías para la convivencia, reconciliación, tolerancia y no estigmatización","16.3.Promover el estado de derecho en los planos nacional e internacional, y garantizar la igualdad en el acceso a la justicia para todos.","Presidencia de la República","REINO UNIDO","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Reino Unido","| Donante","| Asistencia Financiera","7830722","SI","1"
"R-AO-19-604","2019-01-01T00:00:00.000","FONDO NEWTON - CALDAS REINO UNIDO","el Fondo Newton-Caldas ha operado en Colombia con el objetivo de desarrollar las capacidades en investigación e innovación del país, para su desarrollo económico y Bienestar
social.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/V. Ciencia, tecnología e innovación/C. Tecnología e investigación para el desarrollo productivo y social","1. FOCALIZAR Y DINAMIZAR/D. Otro","9.5.Potenciar la investigación científica, mejorar la capacidad tecnológica de los sectores industriales en todos los países, especialmente los países en desarrollo, incluyendo la promoción de la innovación y el aumento del número de
trabajadores en I+D por cada millón de personas en un x% y el gasto público y privado en I+D para el año 2030.","Ciencia, Tecnología e innovación","CENTRO INTERNACIONAL DE AGRICULTURA TROPICAL","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Colombia/Pacífico/Valle del Cauca/Palmira","| Socio-Aliado","| Asistencia Técnica","0","SI","1"
"R-AO-19-604","2019-01-01T00:00:00.000","FONDO NEWTON - CALDAS REINO UNIDO","el Fondo Newton-Caldas ha operado en Colombia con el objetivo de desarrollar las capacidades en investigación e innovación del país, para su desarrollo económico y Bienestar
social.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/V. Ciencia, tecnología e innovación/C. Tecnología e investigación para el desarrollo productivo y social","1. FOCALIZAR Y DINAMIZAR/D. Otro","9.5.Potenciar la investigación científica, mejorar la capacidad tecnológica de los sectores industriales en todos los países, especialmente los países en desarrollo, incluyendo la promoción de la innovación y el aumento del número de
trabajadores en I+D por cada millón de personas en un x% y el gasto público y privado en I+D para el año 2030.","Ciencia, Tecnología e innovación","COLCIENCIAS DEPARTAMENTO ADMINISTRATIVO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","NACIONAL/PÚBLICO/RAMA EJECUTIVA/CIENCIA Y TECNOLOGÍA","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Socio-Aliado","| Asistencia Técnica","0","SI","1"
"R-AO-19-604","2019-01-01T00:00:00.000","FONDO NEWTON - CALDAS REINO UNIDO","el Fondo Newton-Caldas ha operado en Colombia con el objetivo de desarrollar las capacidades en investigación e innovación del país, para su desarrollo económico y Bienestar
social.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/V. Ciencia, tecnología e innovación/C. Tecnología e investigación para el desarrollo productivo y social","1. FOCALIZAR Y DINAMIZAR/D. Otro","9.5.Potenciar la investigación científica, mejorar la capacidad tecnológica de los sectores industriales en todos los países, especialmente los países en desarrollo, incluyendo la promoción de la innovación y el aumento del número de
trabajadores en I+D por cada millón de personas en un x% y el gasto público y privado en I+D para el año 2030.","Ciencia, Tecnología e innovación","GRUPO EMPRESARIAL NUTRESA","NACIONAL/PRIVADO/EMPRESAS","Colombia/Eje Cafetero/Antioquia/Medellín","| Socio-Aliado","| Asistencia Técnica","0","SI","1"
"R-AO-19-604","2019-01-01T00:00:00.000","FONDO NEWTON - CALDAS REINO UNIDO","el Fondo Newton-Caldas ha operado en Colombia con el objetivo de desarrollar las capacidades en investigación e innovación del país, para su desarrollo económico y Bienestar
social.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/V. Ciencia, tecnología e innovación/C. Tecnología e investigación para el desarrollo productivo y social","1. FOCALIZAR Y DINAMIZAR/D. Otro","9.5.Potenciar la investigación científica, mejorar la capacidad tecnológica de los sectores industriales en todos los países, especialmente los países en desarrollo, incluyendo la promoción de la innovación y el aumento del número de
trabajadores en I+D por cada millón de personas en un x% y el gasto público y privado en I+D para el año 2030.","Ciencia, Tecnología e innovación","REINO UNIDO","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Reino Unido","| Donante","| Asistencia Financiera","8625773","SI","1"
"R-AO-19-623","2019-01-01T00:00:00.000","Apoyo general al mandato de ONU DDHH  en Colombia (core programme)","Apoyo al mandato de ONU DDHH en Colombia","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/B. Imperio de la ley y convivencia: derechos humanos, justicia accesible, oportuna y en toda Colombia, para todos","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz/5.6.1. Promoción, respeto y garantía de los derechos humanos","16.3.Promover el estado de derecho en los planos nacional e internacional, y garantizar la igualdad en el acceso a la justicia para todos.","Justicia y del Derecho","OFICINA DEL ALTO COMISIONADO DE LAS NACIONES UNIDAS PARA LOS DDHH - OHCHR","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Colombia","| Ejecutor | Donante","| Asistencia Financiera | Asistencia Técnica","3000000","SI","1"
"R-AO-19-627","2019-01-01T00:00:00.000","Servicios de salud sexual y reproductiva integrales","Mayor capacidad de las autoridades nacionales y locales para prestar servicios integrados de alta calidad de salud sexual y reproductiva (salud materna, salud sexual adolescente, planificación familiar, VIH y prevención de la violencia por razón de género) que incluyan un enfoque basado en los derechos humanos y la igualdad de género y se centren en los grupos vulnerables y las situaciones humanitarias","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/B. Salud para todos con calidad y eficiencia, sostenible por todos","1. FOCALIZAR Y DINAMIZAR/D. Otro","5.6.Asegurar el acceso universal a la salud sexual y reproductiva y los derechos reproductivos según lo acordado de conformidad con el Programa de Acción de la CIPD y de la Plataforma de Acción de Beijing y los documentos finales de sus conferencias de examen.","Salud y Protección Social","FONDO DE POBLACIÓN DE LAS NACIONES UNIDAS","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Estados Unidos","| Ejecutor | Donante","| Asistencia Financiera | Asistencia Técnica","403721","SI","1"
"R-AO-19-628","2019-01-01T00:00:00.000","TRANSFERENCIA DE EQUIPOS DE DETECCIÓN DE RADIACIÓN Y DE RESPUESTA","FORTALECER LAS CAPACIDADES DE LA POLICÍA NACIONAL DE COLOMBIA PARA DETECTAR, IDENTIFICAR Y RESPONDER A INCIDENTES RELACIONADOS CON MATERIALES NUCLEARES Y/O RADIOLÓGICOS EN PUERTOS MARÍTIMOS Y AEROPUERTOS DE COLOMBIA.","2019-01-01T00:00:00.000","2019-03-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/A. Seguridad, autoridad y orden para la libertad: Defensa Nacional, seguridad ciudadana y colaboración ciudadana","1. FOCALIZAR Y DINAMIZAR/D. Otro","17.6.Profundizar la cooperación triangular Norte-Sur, Sur-Sur, regional e internacional y el acceso a la ciencia, la tecnología y la innovación, y mejorar el intercambio de conocimientos en condiciones mutuamente convenidas, mediante la mejora de la coordinación entre los mecanismos existentes, en particular a nivel de las Naciones Unidas, a través de un mecanismo mundial de facilitación de tecnología cuando sea acordado.","Defensa Nacional","GLOBAL AFFAIRS CANADA","INTERNACIONAL/BILATERAL/TERRITORIAL/OTROS","Canadá","| Donante","| Asistencia en Especie","4382201.71","SI","1"
"R-AO-19-628","2019-01-01T00:00:00.000","TRANSFERENCIA DE EQUIPOS DE DETECCIÓN DE RADIACIÓN Y DE RESPUESTA","FORTALECER LAS CAPACIDADES DE LA POLICÍA NACIONAL DE COLOMBIA PARA DETECTAR, IDENTIFICAR Y RESPONDER A INCIDENTES RELACIONADOS CON MATERIALES NUCLEARES Y/O RADIOLÓGICOS EN PUERTOS MARÍTIMOS Y AEROPUERTOS DE COLOMBIA.","2019-01-01T00:00:00.000","2019-03-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/I. Legalidad/A. Seguridad, autoridad y orden para la libertad: Defensa Nacional, seguridad ciudadana y colaboración ciudadana","1. FOCALIZAR Y DINAMIZAR/D. Otro","17.6.Profundizar la cooperación triangular Norte-Sur, Sur-Sur, regional e internacional y el acceso a la ciencia, la tecnología y la innovación, y mejorar el intercambio de conocimientos en condiciones mutuamente convenidas, mediante la mejora de la coordinación entre los mecanismos existentes, en particular a nivel de las Naciones Unidas, a través de un mecanismo mundial de facilitación de tecnología cuando sea acordado.","Defensa Nacional","POLICIA NACIONAL","NACIONAL/PÚBLICO/RAMA EJECUTIVA/DEFENSA NACIONAL","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Receptor","| Sin Clasificar","0","SI","1"
"R-AO-19-685","2019-01-01T00:00:00.000","GARANTÍA DE CRÉDITOS EN ZONAS RURALES","sta contribución tiene como objetivo facilitar préstamos y servicios financieros en regiones rurales que han sido especialmente afectadas por conflictos armados y, por lo tanto, tienen poco o ningún acceso a servicios financieros. El riesgo de crédito se compartirá 50/50 entre Bancompartir y Sida, lo que permitirá a Bancompartir extender préstamos hasta un máximo de dólares estadounidenses 10,000,000 a prestatarios calificados. La garantía es válida por cinco años a partir de la fecha de la firma.","2019-01-01T00:00:00.000","2023-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/C. Instrumentos y herramientas que orientan la inversión y el gasto eficiente para la estabilización, la Construcción de Paz y la cultura de la legalidad","1. FOCALIZAR Y DINAMIZAR/C. Desarrollo Rural Sostenible/1.6.4. Acceso a financiamiento","8.1.Sostener el crecimiento económico per cápita, de acuerdo con las circunstancias nacionales, y en particular al menos un 7% anual en los países menos adelantados.","Presidencia de la República","AGENCIA SUECA PARA EL DESARROLLO INTERNACIONAL - ASDI","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Suecia","| Donante","| Asistencia Financiera","417807","SI","1"
"R-AO-19-685","2019-01-01T00:00:00.000","GARANTÍA DE CRÉDITOS EN ZONAS RURALES","sta contribución tiene como objetivo facilitar préstamos y servicios financieros en regiones rurales que han sido especialmente afectadas por conflictos armados y, por lo tanto, tienen poco o ningún acceso a servicios financieros. El riesgo de crédito se compartirá 50/50 entre Bancompartir y Sida, lo que permitirá a Bancompartir extender préstamos hasta un máximo de dólares estadounidenses 10,000,000 a prestatarios calificados. La garantía es válida por cinco años a partir de la fecha de la firma.","2019-01-01T00:00:00.000","2023-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/C. Instrumentos y herramientas que orientan la inversión y el gasto eficiente para la estabilización, la Construcción de Paz y la cultura de la legalidad","1. FOCALIZAR Y DINAMIZAR/C. Desarrollo Rural Sostenible/1.6.4. Acceso a financiamiento","8.1.Sostener el crecimiento económico per cápita, de acuerdo con las circunstancias nacionales, y en particular al menos un 7% anual en los países menos adelantados.","Presidencia de la República","BANCOMPARTIR","NACIONAL/PRIVADO/EMPRESAS","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-689","2019-01-01T00:00:00.000","Swedish Red Cross","Reducir las vulnerabilidades de las poblaciones migrantes a lo largo de la ruta migratoria y en las comunidades seleccionadas en ambos lados de la frontera entre Colombia y Venezuela.
Sectores: salud, protección, integración.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/B. Salud para todos con calidad y eficiencia, sostenible por todos","1. FOCALIZAR Y DINAMIZAR/D. Otro","3.8.Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios de salud esenciales de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos","Salud y Protección Social","AGENCIA SUECA PARA EL DESARROLLO INTERNACIONAL - ASDI","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Suecia","| Donante","| Asistencia Financiera","334411","SI","1"
"R-AO-19-689","2019-01-01T00:00:00.000","Swedish Red Cross","Reducir las vulnerabilidades de las poblaciones migrantes a lo largo de la ruta migratoria y en las comunidades seleccionadas en ambos lados de la frontera entre Colombia y Venezuela.
Sectores: salud, protección, integración.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/B. Salud para todos con calidad y eficiencia, sostenible por todos","1. FOCALIZAR Y DINAMIZAR/D. Otro","3.8.Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios de salud esenciales de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos","Salud y Protección Social","CRUZ ROJA SUECA","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/CONFEDERACION Y FEDERACIONES","Suecia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-690","2019-01-01T00:00:00.000","programa PAÍS Colombia - ACCIÓN contra el hambre","mejorar las condiciones de vida de la POBLACIÓN migrante, en temas de salud: NUTRICIÓN, sanidad, PROTECCIÓN, violencia basada en genero y apoyo psicosocial.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/B. Salud para todos con calidad y eficiencia, sostenible por todos","1. FOCALIZAR Y DINAMIZAR/D. Otro","3.8.Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios de salud esenciales de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos","Salud y Protección Social","ACCIÓN CONTRA EL HAMBRE","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-690","2019-01-01T00:00:00.000","programa PAÍS Colombia - ACCIÓN contra el hambre","mejorar las condiciones de vida de la POBLACIÓN migrante, en temas de salud: NUTRICIÓN, sanidad, PROTECCIÓN, violencia basada en genero y apoyo psicosocial.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/B. Salud para todos con calidad y eficiencia, sostenible por todos","1. FOCALIZAR Y DINAMIZAR/D. Otro","3.8.Lograr la cobertura sanitaria universal, incluida la protección contra los riesgos financieros, el acceso a servicios de salud esenciales de calidad y el acceso a medicamentos y vacunas inocuos, eficaces, asequibles y de calidad para todos","Salud y Protección Social","AGENCIA SUECA PARA EL DESARROLLO INTERNACIONAL - ASDI","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Suecia","| Donante","| Asistencia Financiera","724577","SI","1"
"R-AO-19-692","2019-01-01T00:00:00.000","OCHA 2019","Apoyo general a las operaciones de OCHA en Colombia","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/K. Que nadie se quede atrás: acciones coordinadas para la reducción de la pobreza","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Relaciones Exteriores","AGENCIA SUECA PARA EL DESARROLLO INTERNACIONAL - ASDI","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Suecia","| Donante","| Asistencia Financiera","222941","SI","1"
"R-AO-19-692","2019-01-01T00:00:00.000","OCHA 2019","Apoyo general a las operaciones de OCHA en Colombia","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/K. Que nadie se quede atrás: acciones coordinadas para la reducción de la pobreza","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Relaciones Exteriores","OFICINA DE LAS NACIONES UNIDAS PARA LA COORDINACIÓN DE ASUNTOS HUMANITARIOS - OCHA","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-694","2019-01-01T00:00:00.000","ICRC 2019","Apoyo al programa del país
Brindar asistencia a los más vulnerables entre las comunidades afectadas por la violencia y los migrantes.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/K. Que nadie se quede atrás: acciones coordinadas para la reducción de la pobreza","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Relaciones Exteriores","AGENCIA SUECA PARA EL DESARROLLO INTERNACIONAL - ASDI","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Suecia","| Donante","| Asistencia Financiera","1943287","SI","1"
"R-AO-19-694","2019-01-01T00:00:00.000","ICRC 2019","Apoyo al programa del país
Brindar asistencia a los más vulnerables entre las comunidades afectadas por la violencia y los migrantes.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estructurales/III. Equidad/K. Que nadie se quede atrás: acciones coordinadas para la reducción de la pobreza","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Relaciones Exteriores","COMITE INTERNACIONAL  DE LA CRUZ ROJA","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-AO-19-695","2019-01-01T00:00:00.000","Apoyo al programa nacional deL CONSEJO NORUEGO PARA REFUGIADOS EN Colombia","Apoyo al programa de país, que busca: (i) proporcionar asistencia humanitaria oportuna a los grupos vulnerables identificados; (ii) asegurar que las personas que huyeron de la violencia o que están confinadas en Colombia tengan acceso a medidas de protección; (iii) contribución a soluciones duraderas para desplazados internos.","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Transversales/XI. Construcción de paz/D. Reparación: Colombia atiende y repara a las víctimas","1. FOCALIZAR Y DINAMIZAR/D. Otro","10.2.Para 2030 potenciar y promover la inclusión social, económica y política de todos independientemente de la edad, sexo, discapacidad, raza, etnia, origen, religión o condición económica o de otro tipo.","Inclusión Social y Reconciliación|Presidencia de la República","AGENCIA SUECA PARA EL DESARROLLO INTERNACIONAL - ASDI","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Suecia","| Donante","| Asistencia Financiera","1114703","SI","1"
